participant_id	age	sex	group
sub-0872	52.0	female	n/a
sub-0873	n/a	female	n/a
sub-0874	42.0	female	n/a
sub-0875	56.0	female	n/a
sub-0876	n/a	male	n/a
sub-0877	n/a	female	n/a
sub-0878	n/a	female	n/a
sub-0879	n/a	female	n/a
sub-0880	44.0	female	n/a
sub-0881	75.0	male	n/a
sub-0882	35.0	male	n/a
sub-0883	32.0	female	n/a
sub-0884	n/a	male	n/a
sub-0885	14.0	female	n/a
sub-0886	28.0	female	n/a
sub-0887	n/a	female	n/a
sub-0888	71.0	female	n/a
sub-0889	n/a	female	n/a
sub-0890	57.0	female	n/a
sub-0891	54.0	female	n/a
sub-0892	68.0	male	n/a
sub-0893	46.0	male	n/a
sub-0894	35.0	female	n/a
sub-0895	34.0	female	n/a
sub-0896	n/a	female	n/a
sub-0897	22.0	female	n/a
sub-0898	67.0	male	n/a
sub-0899	46.0	female	n/a
sub-0900	n/a	male	n/a
sub-0901	33.0	female	n/a
sub-0902	48.0	female	n/a
sub-0903	33.0	female	n/a
sub-0904	n/a	female	n/a
sub-0905	33.0	male	n/a
sub-0906	25.0	female	n/a
sub-0907	n/a	female	n/a
sub-0908	46.0	male	n/a
sub-0909	n/a	female	n/a
sub-0910	66.0	male	n/a
sub-0911	26.0	female	n/a
sub-0912	8.0	female	n/a
sub-0913	n/a	female	n/a
sub-0914	13.0	female	n/a
sub-0915	15.0	male	n/a
sub-0916	n/a	female	n/a
sub-0917	n/a	female	n/a
sub-0918	60.0	female	n/a
sub-0919	60.0	female	n/a
sub-0920	17.0	female	n/a
sub-0921	45.0	female	n/a
sub-0922	n/a	female	n/a
sub-0923	n/a	male	n/a
sub-0924	59.0	female	n/a
sub-0925	19.0	male	n/a
sub-0926	67.0	male	n/a
sub-0927	45.0	female	n/a
sub-0928	57.0	female	n/a
sub-0929	n/a	female	n/a
sub-0930	n/a	female	n/a
sub-0931	42.0	female	n/a
sub-0932	41.0	female	n/a
sub-0933	104.0	female	n/a
sub-0934	25.0	male	n/a
sub-0935	15.0	female	n/a
sub-0936	28.0	female	n/a
sub-0937	49.0	female	n/a
sub-0938	25.0	female	n/a
sub-0939	40.0	female	n/a
sub-0940	23.0	female	n/a
sub-0941	n/a	female	n/a
sub-0942	62.0	female	n/a
sub-0943	49.0	female	n/a
sub-0944	13.0	female	n/a
sub-0945	n/a	female	n/a
sub-0946	56.0	female	n/a
sub-0947	66.0	female	n/a
sub-0948	33.0	male	n/a
sub-0949	68.0	female	n/a
sub-0950	n/a	male	n/a
sub-0951	50.0	male	n/a
sub-0952	33.0	female	n/a
sub-0953	20.0	male	n/a
sub-0954	41.0	male	n/a
sub-0955	62.0	female	n/a
sub-0956	n/a	female	n/a
sub-0957	76.0	male	n/a
sub-0958	44.0	female	n/a
sub-0959	46.0	female	n/a
sub-0960	n/a	female	n/a
sub-0961	32.0	female	n/a
sub-0962	27.0	female	n/a
sub-0963	38.0	female	n/a
sub-0964	23.0	female	n/a
sub-0965	21.0	female	n/a
sub-0966	27.0	female	n/a
sub-0967	59.0	female	n/a
sub-0968	60.0	female	n/a
sub-0969	n/a	female	n/a
sub-0970	85.0	female	n/a
sub-0971	52.0	female	n/a
sub-0972	65.0	female	n/a
sub-0973	77.0	female	n/a
sub-0974	37.0	female	n/a
sub-0975	47.0	female	n/a
sub-0976	52.0	female	n/a
sub-0977	43.0	male	n/a
sub-0978	16.0	female	n/a
sub-0979	12.0	female	n/a
sub-0980	27.0	male	n/a
sub-0981	61.0	female	n/a
sub-0982	50.0	male	n/a
sub-0983	n/a	female	n/a
sub-0984	n/a	male	n/a
sub-0985	37.0	female	n/a
sub-0986	62.0	female	n/a
sub-0987	23.0	female	n/a
sub-0988	49.0	female	n/a
sub-0989	56.0	male	n/a
sub-0990	64.0	female	n/a
sub-0991	33.0	female	n/a
sub-0992	62.0	male	n/a
sub-0993	67.0	male	n/a
sub-0994	65.0	female	n/a
sub-0995	29.0	male	n/a
sub-0996	51.0	male	n/a
sub-0997	59.0	female	n/a
sub-0998	13.0	male	n/a
sub-0999	n/a	female	n/a
sub-1000	67.0	female	n/a
sub-1001	61.0	female	n/a
sub-1002	46.0	female	n/a
sub-1003	37.0	female	n/a
sub-1004	40.0	male	n/a
sub-1005	42.0	female	n/a
sub-1006	63.0	male	n/a
sub-1007	66.0	female	n/a
sub-1008	65.0	female	n/a
sub-1009	n/a	female	n/a
sub-1010	36.0	female	n/a
sub-1011	38.0	female	n/a
sub-1012	49.0	female	n/a
sub-1013	37.0	male	n/a
sub-1014	42.0	male	n/a
sub-1015	n/a	male	n/a
sub-1016	38.0	female	n/a
sub-1017	n/a	male	n/a
sub-1018	72.0	male	n/a
sub-1019	56.0	female	n/a
sub-1020	44.0	female	n/a
sub-1021	45.0	female	n/a
sub-1022	n/a	female	n/a
sub-1023	36.0	male	n/a
sub-1024	n/a	female	n/a
sub-1025	50.0	female	n/a
sub-1026	21.0	female	n/a
sub-1027	n/a	female	n/a
sub-1028	n/a	female	n/a
sub-1029	n/a	male	n/a
sub-1030	51.0	female	n/a
sub-1031	27.0	male	n/a
sub-1032	n/a	female	n/a
sub-1033	n/a	female	n/a
sub-1034	37.0	female	n/a
sub-1035	40.0	male	n/a
sub-1036	7.0	female	n/a
sub-1037	70.0	female	n/a
sub-1038	69.0	female	n/a
sub-1039	37.0	male	n/a
sub-1040	37.0	female	n/a
sub-1041	53.0	female	n/a
sub-1042	n/a	female	n/a
sub-1043	59.0	male	n/a
sub-1044	n/a	male	n/a
sub-1045	53.0	female	n/a
sub-1046	n/a	female	n/a
sub-1047	55.0	female	n/a
sub-1048	32.0	female	n/a
sub-1049	65.0	female	n/a
sub-1050	n/a	female	n/a
sub-1051	64.0	male	n/a
sub-1052	49.0	female	n/a
sub-1053	33.0	female	n/a
sub-1054	63.0	male	n/a
sub-1055	56.0	female	n/a
sub-1056	74.0	female	n/a
sub-1057	54.0	female	n/a
sub-1058	31.0	female	n/a
sub-1059	n/a	female	n/a
sub-1060	43.0	female	n/a
sub-1061	38.0	female	n/a
sub-1062	34.0	female	n/a
sub-1063	70.0	female	n/a
sub-1064	n/a	male	n/a
sub-1065	55.0	female	n/a
sub-1066	73.0	female	n/a
sub-1067	n/a	female	n/a
sub-1068	50.0	female	n/a
sub-1069	n/a	female	n/a
sub-1070	36.0	male	n/a
sub-1071	40.0	female	n/a
sub-1072	48.0	female	n/a
sub-1073	n/a	female	n/a
sub-1074	n/a	male	n/a
sub-1075	63.0	female	n/a
sub-1076	50.0	female	n/a
sub-1077	48.0	male	n/a
sub-1078	50.0	female	n/a
sub-1079	34.0	female	n/a
sub-1080	70.0	female	n/a
sub-1081	n/a	female	n/a
sub-1082	54.0	female	n/a
sub-1083	50.0	female	n/a
sub-1084	60.0	female	n/a
sub-1085	49.0	female	n/a
sub-1086	22.0	female	n/a
sub-1087	29.0	female	n/a
sub-1088	n/a	male	n/a
sub-1089	52.0	female	n/a
sub-1090	n/a	female	n/a
sub-1091	n/a	male	n/a
sub-1092	n/a	male	n/a
sub-1093	57.0	female	n/a
sub-1094	n/a	female	n/a
sub-1095	n/a	female	n/a
sub-1096	50.0	female	n/a
sub-1097	26.0	female	n/a
sub-1098	38.0	female	n/a
sub-1099	43.0	female	n/a
sub-1100	n/a	female	n/a
sub-1101	30.0	female	n/a
sub-1102	41.0	male	n/a
sub-1103	74.0	female	n/a
sub-1104	43.0	male	n/a
sub-1105	n/a	female	n/a
sub-1106	16.0	female	n/a
sub-1107	43.0	female	n/a
sub-1108	n/a	male	n/a
sub-1109	68.0	female	n/a
sub-1110	20.0	female	n/a
sub-1111	n/a	female	n/a
sub-1112	66.0	male	n/a
sub-1113	n/a	male	n/a
sub-1114	13.0	female	n/a
sub-1115	n/a	female	n/a
sub-1116	31.0	male	n/a
sub-1117	n/a	male	n/a
sub-1118	n/a	female	n/a
sub-1119	n/a	female	n/a
sub-1120	n/a	male	n/a
sub-1121	13.0	female	n/a
sub-1122	63.0	male	n/a
sub-1123	59.0	female	n/a
sub-1124	41.0	female	n/a
sub-1125	23.0	female	n/a
sub-1126	17.0	female	n/a
sub-1127	32.0	female	n/a
sub-1128	21.0	female	n/a
sub-1129	n/a	female	n/a
sub-1130	64.0	female	n/a
sub-1131	48.0	female	n/a
sub-1132	n/a	female	n/a
sub-1133	n/a	female	n/a
sub-1134	46.0	female	n/a
sub-1135	n/a	female	n/a
sub-1136	53.0	female	n/a
sub-1137	16.0	male	n/a
sub-1138	30.0	female	n/a
sub-1139	53.0	female	n/a
sub-1140	65.0	male	n/a
sub-1141	n/a	female	n/a
sub-1142	71.0	female	n/a
sub-1143	70.0	female	n/a
sub-1144	34.0	male	n/a
sub-1145	62.0	female	n/a
sub-1146	16.0	female	n/a
sub-1147	63.0	male	n/a
sub-1148	83.0	female	n/a
sub-1149	43.0	female	n/a
sub-1150	n/a	female	n/a
sub-1151	75.0	female	n/a
sub-1152	26.0	female	n/a
sub-1153	51.0	female	n/a
sub-1154	29.0	female	n/a
sub-1155	76.0	female	n/a
sub-1156	14.0	female	n/a
sub-1157	74.0	female	n/a
sub-1158	59.0	female	n/a
sub-1159	61.0	female	n/a
sub-1160	22.0	female	n/a
sub-1161	n/a	female	n/a
sub-1162	48.0	female	n/a
sub-1163	8.0	male	n/a
sub-1164	61.0	female	n/a
sub-1165	57.0	male	n/a
sub-1166	11.0	female	n/a
sub-1167	25.0	male	n/a
sub-1168	n/a	female	n/a
sub-1169	65.0	male	n/a
sub-1170	64.0	female	n/a
sub-1171	31.0	female	n/a
sub-1172	n/a	male	n/a
sub-1173	68.0	female	n/a
sub-1174	66.0	female	n/a
sub-1175	40.0	female	n/a
sub-1176	52.0	female	n/a
sub-1177	23.0	female	n/a
sub-1178	36.0	female	n/a
sub-1179	74.0	female	n/a
sub-1180	57.0	male	n/a
sub-1181	62.0	female	n/a
sub-1182	24.0	female	n/a
sub-1183	52.0	female	n/a
sub-1184	38.0	female	n/a
sub-1185	61.0	female	n/a
sub-1186	n/a	female	n/a
sub-1187	41.0	male	n/a
sub-1188	68.0	female	n/a
sub-1189	n/a	female	n/a
sub-1190	59.0	female	n/a
sub-1191	37.0	female	n/a
sub-1192	43.0	female	n/a
sub-1193	36.0	female	n/a
sub-1194	38.0	female	n/a
sub-1195	n/a	female	n/a
sub-1196	31.0	female	n/a
sub-1197	70.0	female	n/a
sub-1198	56.0	female	n/a
sub-1199	33.0	male	n/a
sub-1200	40.0	female	n/a
sub-1201	52.0	female	n/a
sub-1202	14.0	female	n/a
sub-1203	n/a	male	n/a
sub-1204	41.0	female	n/a
sub-1205	60.0	female	n/a
sub-1206	n/a	female	n/a
sub-1207	47.0	female	n/a
sub-1208	n/a	female	n/a
sub-1209	49.0	female	n/a
sub-1210	21.0	female	n/a
sub-1211	55.0	female	n/a
sub-1212	70.0	female	n/a
sub-1213	35.0	female	n/a
sub-1214	76.0	male	n/a
sub-1215	n/a	female	n/a
sub-1216	41.0	female	n/a
sub-1217	n/a	male	n/a
sub-1218	53.0	female	n/a
sub-1219	38.0	female	n/a
sub-1220	n/a	female	n/a
sub-1221	34.0	female	n/a
sub-1222	n/a	female	n/a
sub-1223	39.0	female	n/a
sub-1224	26.0	male	n/a
sub-1225	23.0	male	n/a
sub-1226	44.0	female	n/a
sub-1227	52.0	female	n/a
sub-1228	35.0	female	n/a
sub-1229	11.0	female	n/a
sub-1230	n/a	female	n/a
sub-1231	65.0	male	n/a
sub-1232	n/a	female	n/a
sub-1233	41.0	female	n/a
sub-1234	30.0	female	n/a
sub-1235	64.0	female	n/a
sub-1236	n/a	female	n/a
sub-1237	33.0	female	n/a
sub-1238	54.0	male	n/a
sub-1239	66.0	female	n/a
sub-1240	n/a	female	n/a
sub-1241	61.0	male	n/a
sub-1242	67.0	female	n/a
sub-1243	35.0	female	n/a
sub-1244	56.0	female	n/a
sub-1245	9.0	female	n/a
sub-1246	n/a	male	n/a
sub-1247	11.0	female	n/a
sub-1248	79.0	male	n/a
sub-1249	24.0	female	n/a
sub-1250	66.0	male	n/a
sub-1251	52.0	female	n/a
sub-1252	34.0	female	n/a
sub-1253	57.0	female	n/a
sub-1254	n/a	female	n/a
sub-1255	37.0	female	n/a
sub-1256	n/a	female	n/a
sub-1257	62.0	female	n/a
sub-1258	25.0	male	n/a
sub-1259	7.0	female	n/a
sub-1260	26.0	female	n/a
sub-1261	30.0	female	n/a
sub-1262	37.0	female	n/a
sub-1263	38.0	female	n/a
sub-1264	65.0	female	n/a
sub-1265	n/a	female	n/a
sub-1266	30.0	female	n/a
sub-1267	69.0	female	n/a
sub-1268	n/a	female	n/a
sub-1269	n/a	male	n/a
sub-1270	60.0	female	n/a
sub-1271	10.0	female	n/a
sub-1272	40.0	female	n/a
sub-1273	42.0	female	n/a
sub-1274	n/a	female	n/a
sub-1275	50.0	male	n/a
sub-1276	n/a	male	n/a
sub-1277	n/a	female	n/a
sub-1278	62.0	female	n/a
sub-1279	58.0	female	n/a
sub-1280	42.0	female	n/a
sub-1281	35.0	female	n/a
sub-1282	64.0	male	n/a
sub-1283	50.0	female	n/a
sub-1284	16.0	female	n/a
sub-1285	n/a	male	n/a
sub-1286	63.0	female	n/a
sub-1287	58.0	female	n/a
sub-1288	38.0	female	n/a
sub-1289	18.0	male	n/a
sub-1290	n/a	male	n/a
sub-1291	62.0	female	n/a
sub-1292	75.0	female	n/a
sub-1293	49.0	female	n/a
sub-1294	n/a	female	n/a
sub-1295	n/a	female	n/a
sub-1296	n/a	male	n/a
sub-1297	31.0	female	n/a
sub-1298	62.0	female	n/a
sub-1299	n/a	female	n/a
sub-1300	n/a	male	n/a
sub-1301	53.0	female	n/a
sub-1302	45.0	female	n/a
sub-1303	50.0	male	n/a
sub-1304	n/a	male	n/a
sub-1305	62.0	female	n/a
sub-1306	16.0	female	n/a
sub-1307	22.0	female	n/a
sub-1308	n/a	male	n/a
sub-1309	62.0	female	n/a
sub-1310	29.0	male	n/a
sub-1311	36.0	female	n/a
sub-1312	30.0	female	n/a
sub-1313	57.0	female	n/a
sub-1314	71.0	female	n/a
sub-1315	58.0	female	n/a
sub-1316	47.0	female	n/a
sub-1317	52.0	female	n/a
sub-1318	63.0	female	n/a
sub-1319	48.0	male	n/a
sub-1320	n/a	female	n/a
sub-1321	71.0	female	n/a
sub-1322	n/a	female	n/a
sub-1323	n/a	female	n/a
sub-1324	n/a	female	n/a
sub-1325	29.0	female	n/a
sub-1326	34.0	female	n/a
sub-1327	48.0	female	n/a
sub-1328	42.0	male	n/a
sub-1329	52.0	female	n/a
sub-1330	17.0	female	n/a
sub-1331	n/a	female	n/a
sub-1332	n/a	female	n/a
sub-1333	83.0	female	n/a
sub-1334	n/a	female	n/a
sub-1335	n/a	male	n/a
sub-1336	46.0	male	n/a
sub-1337	n/a	female	n/a
sub-1338	n/a	female	n/a
sub-1339	48.0	female	n/a
sub-1340	n/a	male	n/a
sub-1341	78.0	female	n/a
sub-1342	10.0	female	n/a
sub-1343	n/a	female	n/a
sub-1344	n/a	female	n/a
sub-1345	58.0	female	n/a
sub-1346	n/a	female	n/a
sub-1347	n/a	female	n/a
sub-1348	31.0	female	n/a
sub-1349	39.0	female	n/a
sub-1350	35.0	male	n/a
sub-1351	n/a	female	n/a
sub-1352	n/a	female	n/a
sub-1353	16.0	female	n/a
sub-1354	80.0	female	n/a
sub-1355	46.0	female	n/a
sub-1356	65.0	female	n/a
sub-1357	n/a	female	n/a
sub-1358	70.0	female	n/a
sub-1359	75.0	female	n/a
sub-1360	15.0	female	n/a
sub-1361	38.0	male	n/a
sub-1362	39.0	female	n/a
sub-1363	21.0	female	n/a
sub-1364	68.0	female	n/a
sub-1365	43.0	female	n/a
sub-1366	57.0	male	n/a
sub-1367	71.0	female	n/a
sub-1368	42.0	female	n/a
sub-1369	54.0	female	n/a
sub-1370	61.0	female	n/a
sub-1371	n/a	male	n/a
sub-1372	70.0	male	n/a
sub-1373	n/a	female	n/a
sub-1374	n/a	female	n/a
sub-1375	11.0	female	n/a
sub-1376	68.0	female	n/a
sub-1377	n/a	female	n/a
sub-1378	n/a	female	n/a
sub-1379	35.0	female	n/a
sub-1380	n/a	female	n/a
sub-1381	n/a	female	n/a
sub-1382	n/a	male	n/a
sub-1383	40.0	male	n/a
sub-1384	36.0	female	n/a
sub-1385	15.0	female	n/a
sub-1386	65.0	female	n/a
sub-1387	40.0	female	n/a
sub-1388	13.0	female	n/a
sub-1389	47.0	female	n/a
sub-1390	58.0	female	n/a
sub-1391	62.0	female	n/a
sub-1392	39.0	female	n/a
sub-1393	31.0	male	n/a
sub-1394	21.0	female	n/a
sub-1395	58.0	female	n/a
sub-1396	11.0	female	n/a
sub-1397	n/a	female	n/a
sub-1398	n/a	female	n/a
sub-1399	41.0	female	n/a
sub-1400	n/a	male	n/a
sub-1401	15.0	female	n/a
sub-1402	23.0	female	n/a
sub-1403	20.0	female	n/a
sub-1404	66.0	female	n/a
sub-1405	n/a	female	n/a
sub-1406	61.0	female	n/a
sub-1407	36.0	female	n/a
sub-1408	41.0	male	n/a
sub-1409	11.0	female	n/a
sub-1410	18.0	female	n/a
sub-1411	63.0	female	n/a
sub-1412	n/a	female	n/a
sub-1413	16.0	female	n/a
sub-1414	44.0	male	n/a
sub-1415	n/a	female	n/a
sub-1416	42.0	female	n/a
sub-1417	n/a	female	n/a
sub-1418	n/a	female	n/a
sub-1419	n/a	female	n/a
sub-1420	43.0	female	n/a
sub-1421	54.0	male	n/a
sub-1422	n/a	female	n/a
sub-1423	70.0	male	n/a
sub-1424	45.0	female	n/a
sub-1425	62.0	female	n/a
sub-1426	n/a	female	n/a
sub-1427	23.0	female	n/a
sub-1428	77.0	female	n/a
sub-1429	52.0	male	n/a
sub-1430	26.0	female	n/a
sub-1431	n/a	female	n/a
sub-1432	57.0	male	n/a
sub-1433	29.0	male	n/a
sub-1434	36.0	female	n/a
sub-1435	29.0	female	n/a
sub-1436	20.0	female	n/a
sub-1437	38.0	female	n/a
sub-1438	38.0	female	n/a
sub-1439	40.0	female	n/a
sub-1440	48.0	male	n/a
sub-1441	37.0	female	n/a
sub-1442	24.0	female	n/a
sub-1443	49.0	female	n/a
sub-1444	11.0	female	n/a
sub-1445	47.0	female	n/a
sub-1446	n/a	female	n/a
sub-1447	64.0	female	n/a
sub-1448	28.0	female	n/a
sub-1449	35.0	male	n/a
sub-1450	61.0	male	n/a
sub-1451	n/a	female	n/a
sub-1452	32.0	female	n/a
sub-1453	52.0	female	n/a
sub-1454	n/a	female	n/a
sub-1455	51.0	male	n/a
sub-1456	28.0	female	n/a
sub-1457	43.0	female	n/a
sub-1458	65.0	female	n/a
sub-1459	74.0	female	n/a
sub-1460	55.0	male	n/a
sub-1461	14.0	male	n/a
sub-1462	52.0	female	n/a
sub-1463	30.0	female	n/a
sub-1464	n/a	female	n/a
sub-1465	n/a	female	n/a
sub-1466	8.0	male	n/a
sub-1467	36.0	male	n/a
sub-1468	n/a	female	n/a
sub-1469	38.0	female	n/a
sub-1470	64.0	male	n/a
sub-1471	65.0	female	n/a
sub-1472	71.0	female	n/a
sub-1473	n/a	female	n/a
sub-1474	29.0	female	n/a
sub-1475	54.0	female	n/a
sub-1476	40.0	female	n/a
sub-1477	n/a	female	n/a
sub-1478	45.0	female	n/a
sub-1479	50.0	female	n/a
sub-1480	n/a	female	n/a
sub-1481	n/a	female	n/a
sub-1482	n/a	female	n/a
sub-1483	62.0	female	n/a
sub-1484	43.0	male	n/a
sub-1485	47.0	female	n/a
sub-1486	n/a	female	n/a
sub-1487	n/a	female	n/a
sub-1488	48.0	female	n/a
sub-1489	14.0	female	n/a
sub-1490	35.0	male	n/a
sub-1491	n/a	female	n/a
sub-1492	48.0	female	n/a
sub-1493	36.0	female	n/a
sub-1494	31.0	female	n/a
sub-1495	18.0	female	n/a
sub-1496	36.0	female	n/a
sub-1497	29.0	female	n/a
sub-1498	n/a	female	n/a
sub-1499	26.0	female	n/a
sub-1500	38.0	female	n/a
sub-1501	46.0	female	n/a
sub-1502	n/a	female	n/a
sub-1503	36.0	female	n/a
sub-1504	52.0	male	n/a
sub-1505	n/a	female	n/a
sub-1506	38.0	female	n/a
sub-1507	80.0	male	n/a
sub-1508	56.0	female	n/a
sub-1509	n/a	male	n/a
sub-1510	35.0	male	n/a
sub-1511	n/a	female	n/a
sub-1512	42.0	female	n/a
sub-1513	30.0	female	n/a
sub-1514	n/a	female	n/a
sub-1515	n/a	female	n/a
sub-1516	50.0	female	n/a
sub-1517	34.0	female	n/a
sub-1518	16.0	female	n/a
sub-1519	n/a	female	n/a
sub-1520	52.0	female	n/a
sub-1521	n/a	female	n/a
sub-1522	28.0	female	n/a
sub-1523	52.0	female	n/a
sub-1524	n/a	female	n/a
sub-1525	n/a	female	n/a
sub-1526	72.0	female	n/a
sub-1527	51.0	female	n/a
sub-1528	59.0	female	n/a
sub-1529	n/a	female	n/a
sub-1530	39.0	female	n/a
sub-1531	n/a	female	n/a
sub-1532	81.0	female	n/a
sub-1533	n/a	male	n/a
sub-1534	55.0	female	n/a
sub-1535	n/a	female	n/a
sub-1536	20.0	female	n/a
sub-1537	68.0	female	n/a
sub-1538	n/a	male	n/a
sub-1539	42.0	female	n/a
sub-1540	n/a	female	n/a
sub-1541	54.0	female	n/a
sub-1542	64.0	female	n/a
sub-1543	51.0	female	n/a
sub-1544	40.0	female	n/a
sub-1545	n/a	female	n/a
sub-1546	35.0	female	n/a
sub-1547	37.0	female	n/a
sub-1548	49.0	female	n/a
sub-1549	51.0	male	n/a
sub-1550	66.0	female	n/a
sub-1551	22.0	male	n/a
sub-1552	55.0	female	n/a
sub-1553	61.0	female	n/a
sub-1554	65.0	female	n/a
sub-1555	13.0	female	n/a
sub-1556	n/a	female	n/a
sub-1557	17.0	female	n/a
sub-1558	22.0	female	n/a
sub-1559	67.0	female	n/a
sub-1560	32.0	female	n/a
sub-1561	n/a	female	n/a
sub-1562	35.0	female	n/a
sub-1563	n/a	female	n/a
sub-1564	n/a	female	n/a
sub-1565	n/a	female	n/a
sub-1566	59.0	female	n/a
sub-1567	50.0	female	n/a
sub-1568	n/a	female	n/a
sub-1569	41.0	female	n/a
sub-1570	55.0	female	n/a
sub-1571	n/a	male	n/a
sub-1572	50.0	female	n/a
sub-1573	63.0	female	n/a
sub-1574	20.0	female	n/a
sub-1575	32.0	female	n/a
sub-1576	58.0	male	n/a
sub-1577	37.0	female	n/a
sub-1578	n/a	male	n/a
sub-1579	n/a	female	n/a
sub-1580	45.0	male	n/a
sub-1581	58.0	female	n/a
sub-1582	16.0	male	n/a
sub-1583	35.0	female	n/a
sub-1584	37.0	female	n/a
sub-1585	36.0	female	n/a
sub-1586	48.0	female	n/a
sub-1587	n/a	female	n/a
sub-1588	46.0	female	n/a
sub-1589	n/a	female	n/a
sub-1590	n/a	female	n/a
sub-1591	55.0	male	n/a
sub-1592	25.0	female	n/a
sub-1593	n/a	male	n/a
sub-1594	69.0	female	n/a
sub-1595	79.0	male	n/a
sub-1596	28.0	female	n/a
sub-1597	72.0	female	n/a
sub-1598	15.0	female	n/a
sub-1599	60.0	female	n/a
sub-1600	59.0	female	n/a
sub-1601	16.0	female	n/a
sub-1602	58.0	male	n/a
sub-1603	n/a	female	n/a
sub-1604	50.0	female	n/a
sub-1605	n/a	female	n/a
sub-1606	n/a	female	n/a
sub-1607	52.0	female	n/a
sub-1608	n/a	female	n/a
sub-1609	79.0	female	n/a
sub-1610	27.0	female	n/a
sub-1611	67.0	female	n/a
sub-1612	39.0	male	n/a
sub-1613	51.0	female	n/a
sub-1614	n/a	male	n/a
sub-1615	n/a	male	n/a
sub-1616	n/a	male	n/a
sub-1617	25.0	male	n/a
sub-1618	31.0	male	n/a
sub-1619	n/a	female	n/a
sub-1620	67.0	female	n/a
sub-1621	n/a	female	n/a
sub-1622	n/a	female	n/a
sub-1623	39.0	female	n/a
sub-1624	46.0	female	n/a
sub-1625	79.0	female	n/a
sub-1626	50.0	female	n/a
sub-1627	60.0	female	n/a
sub-1628	56.0	female	n/a
sub-1629	n/a	female	n/a
sub-1630	59.0	female	n/a
sub-1631	16.0	female	n/a
sub-1632	12.0	female	n/a
sub-1633	63.0	female	n/a
sub-1634	16.0	female	n/a
sub-1635	n/a	male	n/a
sub-1636	n/a	female	n/a
sub-1637	29.0	male	n/a
sub-1638	45.0	female	n/a
sub-1639	63.0	female	n/a
sub-1640	30.0	male	n/a
sub-1641	65.0	female	n/a
sub-1642	60.0	female	n/a
sub-1643	47.0	female	n/a
sub-1644	54.0	male	n/a
sub-1645	n/a	female	n/a
sub-1646	25.0	female	n/a
sub-1647	29.0	female	n/a
sub-1648	34.0	female	n/a
sub-1649	40.0	male	n/a
sub-1650	54.0	female	n/a
sub-1651	19.0	female	n/a
sub-1652	n/a	male	n/a
sub-1653	40.0	female	n/a
sub-1654	n/a	female	n/a
sub-1655	n/a	female	n/a
sub-1656	n/a	female	n/a
sub-1657	n/a	female	n/a
sub-1658	67.0	female	n/a
sub-1659	n/a	female	n/a
sub-1660	n/a	female	n/a
sub-1661	33.0	female	n/a
sub-1662	n/a	female	n/a
sub-1663	n/a	female	n/a
sub-1664	57.0	female	n/a
sub-1665	n/a	male	n/a
sub-1666	n/a	female	n/a
sub-1667	n/a	female	n/a
sub-1668	27.0	female	n/a
sub-1669	n/a	female	n/a
sub-1670	n/a	female	n/a
sub-1671	39.0	male	n/a
sub-1672	61.0	female	n/a
sub-1673	n/a	female	n/a
sub-1674	64.0	male	n/a
sub-1675	38.0	female	n/a
sub-1676	63.0	male	n/a
sub-1677	18.0	female	n/a
sub-1678	n/a	female	n/a
sub-1679	n/a	female	n/a
sub-1680	47.0	female	n/a
sub-1681	n/a	female	n/a
sub-1682	13.0	female	n/a
sub-1683	65.0	female	n/a
sub-1684	n/a	male	n/a
sub-1685	13.0	male	n/a
sub-1686	n/a	male	n/a
sub-1687	n/a	female	n/a
sub-1688	58.0	female	n/a
sub-1689	n/a	female	n/a
sub-1690	n/a	male	n/a
sub-1691	n/a	female	n/a
sub-1692	43.0	male	n/a
sub-1693	40.0	female	n/a
sub-1694	n/a	female	n/a
sub-1695	49.0	female	n/a
sub-1696	n/a	female	n/a
sub-1697	38.0	female	n/a
sub-1698	27.0	male	n/a
sub-1699	58.0	male	n/a
sub-1700	40.0	female	n/a
sub-1701	28.0	female	n/a
sub-1702	66.0	male	n/a
sub-1703	n/a	male	n/a
sub-1704	n/a	female	n/a
sub-1705	52.0	female	n/a
sub-1706	13.0	female	n/a
sub-1707	78.0	female	n/a
sub-1708	52.0	female	n/a
sub-1709	16.0	male	n/a
sub-1710	34.0	female	n/a
sub-1711	23.0	female	n/a
sub-1712	40.0	female	n/a
sub-1713	42.0	female	n/a
sub-1714	67.0	male	n/a
sub-1715	n/a	male	n/a
sub-1716	58.0	male	n/a
sub-1717	50.0	female	n/a
sub-1718	33.0	female	n/a
sub-1719	64.0	female	n/a
sub-1720	54.0	male	n/a
sub-1721	56.0	female	n/a
sub-1722	53.0	female	n/a
sub-1723	28.0	male	n/a
sub-1724	56.0	female	n/a
sub-1725	54.0	female	n/a
sub-1726	n/a	female	n/a
sub-1727	38.0	female	n/a
sub-1728	20.0	female	n/a
sub-1729	61.0	female	n/a
sub-1730	n/a	female	n/a
sub-1731	n/a	female	n/a
sub-1732	n/a	male	n/a
sub-1733	68.0	female	n/a
sub-1734	18.0	male	n/a
sub-1735	n/a	female	n/a
sub-1736	38.0	female	n/a
sub-1737	n/a	female	n/a
sub-1738	n/a	female	n/a
sub-1739	34.0	male	n/a
sub-1740	35.0	male	n/a
sub-1741	40.0	male	n/a
sub-1742	n/a	female	n/a
sub-1743	n/a	female	n/a
sub-1744	75.0	male	n/a
sub-1745	57.0	male	n/a
