participant_id	age	sex	group
sub-2619	54.0	male	n/a
sub-2620	32.0	female	n/a
sub-2621	n/a	n/a	n/a
sub-2622	n/a	female	n/a
sub-2623	43.0	female	n/a
sub-2624	n/a	female	n/a
sub-2625	n/a	female	n/a
sub-2626	n/a	male	n/a
sub-2627	n/a	female	n/a
sub-2628	n/a	male	n/a
sub-2629	n/a	female	n/a
sub-2630	n/a	female	n/a
sub-2631	n/a	female	n/a
sub-2632	n/a	female	n/a
sub-2633	n/a	female	n/a
sub-2634	n/a	female	n/a
sub-2635	n/a	female	n/a
sub-2636	n/a	female	n/a
sub-2637	n/a	n/a	n/a
sub-2638	55.0	female	n/a
sub-2639	n/a	female	n/a
sub-2640	n/a	female	n/a
sub-2641	62.0	male	n/a
sub-2642	n/a	female	n/a
sub-2643	n/a	female	n/a
sub-2644	n/a	female	n/a
sub-2645	n/a	female	n/a
sub-2646	n/a	male	n/a
sub-2647	n/a	female	n/a
sub-2648	n/a	female	n/a
sub-2649	n/a	male	n/a
sub-2650	n/a	female	n/a
sub-2651	35.0	female	n/a
sub-2652	63.0	female	n/a
sub-2653	n/a	male	n/a
sub-2654	n/a	female	n/a
sub-2655	n/a	female	n/a
sub-2656	28.0	female	n/a
sub-2657	46.0	female	n/a
sub-2658	n/a	male	n/a
sub-2659	36.0	female	n/a
sub-2660	n/a	female	n/a
sub-2661	63.0	female	n/a
sub-2662	n/a	male	n/a
sub-2663	n/a	female	n/a
sub-2664	n/a	male	n/a
sub-2665	n/a	female	n/a
sub-2666	9.0	female	n/a
sub-2667	n/a	male	n/a
sub-2668	54.0	female	n/a
sub-2669	n/a	female	n/a
sub-2670	n/a	male	n/a
sub-2671	31.0	female	n/a
sub-2672	n/a	female	n/a
sub-2673	n/a	female	n/a
sub-2674	n/a	female	n/a
sub-2675	n/a	n/a	n/a
sub-2676	n/a	male	n/a
sub-2677	26.0	female	n/a
sub-2678	n/a	female	n/a
sub-2679	n/a	male	n/a
sub-2680	n/a	female	n/a
sub-2681	60.0	female	n/a
sub-2682	n/a	female	n/a
sub-2683	n/a	female	n/a
sub-2684	n/a	female	n/a
sub-2685	n/a	male	n/a
sub-2686	n/a	male	n/a
sub-2687	n/a	female	n/a
sub-2688	36.0	female	n/a
sub-2689	n/a	female	n/a
sub-2690	n/a	female	n/a
sub-2691	n/a	n/a	n/a
sub-2692	n/a	female	n/a
sub-2693	n/a	female	n/a
sub-2694	n/a	female	n/a
sub-2695	n/a	female	n/a
sub-2696	n/a	male	n/a
sub-2697	n/a	male	n/a
sub-2698	n/a	male	n/a
sub-2699	n/a	female	n/a
sub-2700	18.0	female	n/a
sub-2701	n/a	male	n/a
sub-2702	36.0	female	n/a
sub-2703	n/a	female	n/a
sub-2704	n/a	female	n/a
sub-2705	n/a	female	n/a
sub-2706	n/a	female	n/a
sub-2707	n/a	female	n/a
sub-2708	n/a	female	n/a
sub-2709	n/a	male	n/a
sub-2710	53.0	female	n/a
sub-2711	n/a	male	n/a
sub-2712	n/a	male	n/a
sub-2713	n/a	male	n/a
sub-2714	n/a	male	n/a
sub-2715	39.0	female	n/a
sub-2716	n/a	female	n/a
sub-2717	n/a	female	n/a
sub-2718	n/a	female	n/a
sub-2719	n/a	male	n/a
sub-2720	64.0	female	n/a
sub-2721	n/a	female	n/a
sub-2722	n/a	female	n/a
sub-2723	n/a	female	n/a
sub-2724	n/a	female	n/a
sub-2725	n/a	male	n/a
sub-2726	n/a	female	n/a
sub-2727	42.0	female	n/a
sub-2728	n/a	female	n/a
sub-2729	n/a	female	n/a
sub-2730	n/a	female	n/a
sub-2731	n/a	male	n/a
sub-2732	n/a	male	n/a
sub-2733	n/a	female	n/a
sub-2734	n/a	female	n/a
sub-2735	n/a	female	n/a
sub-2736	n/a	female	n/a
sub-2737	35.0	female	n/a
sub-2738	n/a	female	n/a
sub-2739	n/a	male	n/a
sub-2740	n/a	female	n/a
sub-2741	n/a	female	n/a
sub-2742	41.0	female	n/a
sub-2743	n/a	male	n/a
sub-2744	n/a	female	n/a
sub-2745	n/a	female	n/a
sub-2746	n/a	male	n/a
sub-2747	n/a	male	n/a
sub-2748	n/a	female	n/a
sub-2749	n/a	female	n/a
sub-2750	n/a	male	n/a
sub-2751	n/a	female	n/a
sub-2752	n/a	female	n/a
sub-2753	n/a	female	n/a
sub-2754	n/a	female	n/a
sub-2755	n/a	male	n/a
sub-2756	n/a	male	n/a
sub-2757	n/a	female	n/a
sub-2758	n/a	n/a	n/a
sub-2759	n/a	female	n/a
sub-2760	n/a	female	n/a
sub-2761	n/a	female	n/a
sub-2762	n/a	female	n/a
sub-2763	n/a	female	n/a
sub-2764	n/a	female	n/a
sub-2765	n/a	female	n/a
sub-2766	54.0	female	n/a
sub-2767	68.0	male	n/a
sub-2768	n/a	female	n/a
sub-2769	n/a	female	n/a
sub-2770	n/a	female	n/a
sub-2771	n/a	female	n/a
sub-2772	60.0	female	n/a
sub-2773	33.0	female	n/a
sub-2774	n/a	male	n/a
sub-2775	n/a	female	n/a
sub-2776	n/a	male	n/a
sub-2777	n/a	male	n/a
sub-2778	n/a	female	n/a
sub-2779	n/a	male	n/a
sub-2780	37.0	female	n/a
sub-2781	n/a	male	n/a
sub-2782	49.0	male	n/a
sub-2783	n/a	female	n/a
sub-2784	n/a	female	n/a
sub-2785	n/a	male	n/a
sub-2786	n/a	female	n/a
sub-2787	n/a	female	n/a
sub-2788	n/a	female	n/a
sub-2789	n/a	female	n/a
sub-2790	n/a	female	n/a
sub-2791	n/a	female	n/a
sub-2792	n/a	female	n/a
sub-2793	n/a	female	n/a
sub-2794	n/a	female	n/a
sub-2795	n/a	female	n/a
sub-2796	n/a	male	n/a
sub-2797	n/a	male	n/a
sub-2798	n/a	male	n/a
sub-2799	n/a	male	n/a
sub-2800	n/a	female	n/a
sub-2801	n/a	female	n/a
sub-2802	n/a	male	n/a
sub-2803	n/a	female	n/a
sub-2804	n/a	female	n/a
sub-2805	n/a	male	n/a
sub-2806	n/a	male	n/a
sub-2807	n/a	male	n/a
sub-2808	n/a	female	n/a
sub-2809	34.0	male	n/a
sub-2810	n/a	male	n/a
sub-2811	n/a	female	n/a
sub-2812	n/a	n/a	n/a
sub-2813	n/a	female	n/a
sub-2814	n/a	female	n/a
sub-2815	n/a	female	n/a
sub-2816	n/a	female	n/a
sub-2817	n/a	female	n/a
sub-2818	n/a	female	n/a
sub-2819	n/a	female	n/a
sub-2820	n/a	female	n/a
sub-2821	34.0	female	n/a
sub-2822	n/a	male	n/a
sub-2823	n/a	female	n/a
sub-2824	n/a	male	n/a
sub-2825	n/a	female	n/a
sub-2826	46.0	female	n/a
sub-2827	n/a	male	n/a
sub-2828	n/a	female	n/a
sub-2829	n/a	female	n/a
sub-2830	n/a	female	n/a
sub-2831	n/a	female	n/a
sub-2832	n/a	female	n/a
sub-2833	n/a	female	n/a
sub-2834	33.0	male	n/a
sub-2835	n/a	female	n/a
sub-2836	72.0	male	n/a
sub-2837	n/a	female	n/a
sub-2838	n/a	female	n/a
sub-2839	n/a	female	n/a
sub-2840	66.0	female	n/a
sub-2841	n/a	male	n/a
sub-2842	n/a	male	n/a
sub-2843	n/a	female	n/a
sub-2844	55.0	male	n/a
sub-2845	49.0	female	n/a
sub-2846	42.0	female	n/a
sub-2847	n/a	female	n/a
sub-2848	n/a	male	n/a
sub-2849	n/a	female	n/a
sub-2850	n/a	female	n/a
sub-2851	n/a	male	n/a
sub-2852	n/a	male	n/a
sub-2853	n/a	female	n/a
sub-2854	n/a	female	n/a
sub-2855	16.0	female	n/a
sub-2856	n/a	male	n/a
sub-2857	57.0	male	n/a
sub-2858	77.0	male	n/a
sub-2859	71.0	female	n/a
sub-2860	n/a	female	n/a
sub-2861	n/a	female	n/a
sub-2862	n/a	female	n/a
sub-2863	n/a	male	n/a
sub-2864	n/a	female	n/a
sub-2865	n/a	female	n/a
sub-2866	73.0	female	n/a
sub-2867	n/a	male	n/a
sub-2868	n/a	male	n/a
sub-2869	n/a	male	n/a
sub-2870	n/a	male	n/a
sub-2871	31.0	female	n/a
sub-2872	n/a	male	n/a
sub-2873	n/a	male	n/a
sub-2874	n/a	female	n/a
sub-2875	n/a	female	n/a
sub-2876	n/a	male	n/a
sub-2877	n/a	male	n/a
sub-2878	n/a	male	n/a
sub-2879	n/a	female	n/a
sub-2880	33.0	female	n/a
sub-2881	n/a	female	n/a
sub-2882	n/a	male	n/a
sub-2883	n/a	male	n/a
sub-2884	n/a	female	n/a
sub-2885	n/a	female	n/a
sub-2886	n/a	female	n/a
sub-2887	n/a	male	n/a
sub-2888	30.0	male	n/a
sub-2889	n/a	female	n/a
sub-2890	n/a	n/a	n/a
sub-2891	n/a	female	n/a
sub-2892	62.0	female	n/a
sub-2893	n/a	female	n/a
sub-2894	n/a	female	n/a
sub-2895	n/a	female	n/a
sub-2896	n/a	female	n/a
sub-2897	n/a	female	n/a
sub-2898	n/a	female	n/a
sub-2899	n/a	female	n/a
sub-2900	n/a	female	n/a
sub-2901	n/a	female	n/a
sub-2902	65.0	female	n/a
sub-2903	n/a	male	n/a
sub-2904	n/a	male	n/a
sub-2905	n/a	female	n/a
sub-2906	n/a	male	n/a
sub-2907	n/a	female	n/a
sub-2908	n/a	male	n/a
sub-2909	85.0	male	n/a
sub-2910	n/a	male	n/a
sub-2911	n/a	female	n/a
sub-2912	n/a	female	n/a
sub-2913	43.0	female	n/a
sub-2914	n/a	female	n/a
sub-2915	n/a	female	n/a
sub-2916	78.0	female	n/a
sub-2917	n/a	male	n/a
sub-2918	11.0	male	n/a
sub-2919	n/a	female	n/a
sub-2920	52.0	female	n/a
sub-2921	n/a	male	n/a
sub-2922	67.0	female	n/a
sub-2923	n/a	female	n/a
sub-2924	n/a	male	n/a
sub-2925	n/a	male	n/a
sub-2926	n/a	female	n/a
sub-2927	n/a	female	n/a
sub-2928	n/a	female	n/a
sub-2929	n/a	male	n/a
sub-2930	56.0	female	n/a
sub-2931	n/a	male	n/a
sub-2932	n/a	female	n/a
sub-2933	n/a	male	n/a
sub-2934	n/a	male	n/a
sub-2935	n/a	female	n/a
sub-2936	n/a	male	n/a
sub-2937	n/a	female	n/a
sub-2938	n/a	female	n/a
sub-2939	n/a	female	n/a
sub-2940	n/a	female	n/a
sub-2941	46.0	female	n/a
sub-2942	n/a	male	n/a
sub-2943	n/a	female	n/a
sub-2944	n/a	male	n/a
sub-2945	n/a	female	n/a
sub-2946	n/a	male	n/a
sub-2947	52.0	female	n/a
sub-2948	n/a	female	n/a
sub-2949	n/a	female	n/a
sub-2950	n/a	male	n/a
sub-2951	n/a	male	n/a
sub-2952	n/a	male	n/a
sub-2953	44.0	male	n/a
sub-2954	n/a	female	n/a
sub-2955	n/a	female	n/a
sub-2956	37.0	female	n/a
sub-2957	68.0	male	n/a
sub-2958	n/a	male	n/a
sub-2959	n/a	male	n/a
sub-2960	n/a	male	n/a
sub-2961	n/a	female	n/a
sub-2962	n/a	female	n/a
sub-2963	49.0	female	n/a
sub-2964	n/a	female	n/a
sub-2965	n/a	male	n/a
sub-2966	n/a	female	n/a
sub-2967	n/a	male	n/a
sub-2968	n/a	female	n/a
sub-2969	n/a	female	n/a
sub-2970	76.0	female	n/a
sub-2971	n/a	female	n/a
sub-2972	n/a	male	n/a
sub-2973	n/a	female	n/a
sub-2974	n/a	female	n/a
sub-2975	n/a	male	n/a
sub-2976	n/a	female	n/a
sub-2977	n/a	female	n/a
sub-2978	36.0	female	n/a
sub-2979	n/a	female	n/a
sub-2980	n/a	female	n/a
sub-2981	40.0	female	n/a
sub-2982	n/a	female	n/a
sub-2983	61.0	female	n/a
sub-2984	n/a	female	n/a
sub-2985	n/a	female	n/a
sub-2986	n/a	female	n/a
sub-2987	n/a	female	n/a
sub-2988	n/a	male	n/a
sub-2989	n/a	female	n/a
sub-2990	n/a	female	n/a
sub-2991	n/a	female	n/a
sub-2992	n/a	female	n/a
sub-2993	n/a	male	n/a
sub-2994	n/a	female	n/a
sub-2995	n/a	female	n/a
sub-2996	n/a	female	n/a
sub-2997	n/a	female	n/a
sub-2998	n/a	male	n/a
sub-2999	n/a	female	n/a
sub-3000	n/a	female	n/a
sub-3001	n/a	female	n/a
sub-3002	n/a	female	n/a
sub-3003	60.0	female	n/a
sub-3004	64.0	male	n/a
sub-3005	35.0	male	n/a
sub-3006	n/a	female	n/a
sub-3007	n/a	male	n/a
sub-3008	42.0	male	n/a
sub-3009	n/a	male	n/a
sub-3010	n/a	female	n/a
sub-3011	n/a	male	n/a
sub-3012	n/a	female	n/a
sub-3013	n/a	male	n/a
sub-3014	n/a	female	n/a
sub-3015	n/a	female	n/a
sub-3016	39.0	male	n/a
sub-3017	45.0	female	n/a
sub-3018	n/a	female	n/a
sub-3019	n/a	female	n/a
sub-3020	n/a	female	n/a
sub-3021	n/a	female	n/a
sub-3022	n/a	female	n/a
sub-3023	n/a	female	n/a
sub-3024	n/a	male	n/a
sub-3025	n/a	male	n/a
sub-3026	34.0	female	n/a
sub-3027	n/a	female	n/a
sub-3028	n/a	female	n/a
sub-3029	n/a	female	n/a
sub-3030	n/a	female	n/a
sub-3031	n/a	female	n/a
sub-3032	n/a	male	n/a
sub-3033	64.0	male	n/a
sub-3034	n/a	female	n/a
sub-3035	58.0	female	n/a
sub-3036	n/a	male	n/a
sub-3037	n/a	female	n/a
sub-3038	n/a	female	n/a
sub-3039	n/a	female	n/a
sub-3040	n/a	female	n/a
sub-3041	n/a	male	n/a
sub-3042	n/a	female	n/a
sub-3043	n/a	male	n/a
sub-3044	70.0	male	n/a
sub-3045	n/a	n/a	n/a
sub-3046	n/a	male	n/a
sub-3047	n/a	male	n/a
sub-3048	n/a	female	n/a
sub-3049	n/a	female	n/a
sub-3050	n/a	female	n/a
sub-3051	n/a	male	n/a
sub-3052	n/a	female	n/a
sub-3053	n/a	female	n/a
sub-3054	n/a	female	n/a
sub-3055	n/a	female	n/a
sub-3056	n/a	female	n/a
sub-3057	n/a	female	n/a
sub-3058	n/a	female	n/a
sub-3059	n/a	male	n/a
sub-3060	n/a	female	n/a
sub-3061	n/a	female	n/a
sub-3062	n/a	female	n/a
sub-3063	n/a	female	n/a
sub-3064	n/a	male	n/a
sub-3065	n/a	female	n/a
sub-3066	n/a	male	n/a
sub-3067	37.0	female	n/a
sub-3068	n/a	female	n/a
sub-3069	n/a	male	n/a
sub-3070	n/a	male	n/a
sub-3071	n/a	female	n/a
sub-3072	n/a	female	n/a
sub-3073	40.0	female	n/a
sub-3074	n/a	female	n/a
sub-3075	n/a	male	n/a
sub-3076	n/a	female	n/a
sub-3077	n/a	female	n/a
sub-3078	n/a	female	n/a
sub-3079	n/a	female	n/a
sub-3080	n/a	female	n/a
sub-3081	n/a	female	n/a
sub-3082	n/a	female	n/a
sub-3083	n/a	female	n/a
sub-3084	n/a	female	n/a
sub-3085	n/a	female	n/a
sub-3086	61.0	female	n/a
sub-3087	54.0	female	n/a
sub-3088	n/a	male	n/a
sub-3089	n/a	female	n/a
sub-3090	n/a	female	n/a
sub-3091	60.0	female	n/a
sub-3092	n/a	female	n/a
sub-3093	n/a	female	n/a
sub-3094	n/a	female	n/a
sub-3095	n/a	male	n/a
sub-3096	n/a	female	n/a
sub-3097	60.0	male	n/a
sub-3098	n/a	female	n/a
sub-3099	43.0	female	n/a
sub-3100	47.0	female	n/a
sub-3101	n/a	female	n/a
sub-3102	n/a	female	n/a
sub-3103	n/a	female	n/a
sub-3104	n/a	female	n/a
sub-3105	n/a	female	n/a
sub-3106	n/a	female	n/a
sub-3107	n/a	male	n/a
sub-3108	n/a	female	n/a
sub-3109	29.0	female	n/a
sub-3110	n/a	male	n/a
sub-3111	n/a	female	n/a
sub-3112	n/a	female	n/a
sub-3113	25.0	female	n/a
sub-3114	n/a	male	n/a
sub-3115	n/a	female	n/a
sub-3116	n/a	female	n/a
sub-3117	n/a	female	n/a
sub-3118	n/a	female	n/a
sub-3119	n/a	female	n/a
sub-3120	51.0	female	n/a
sub-3121	n/a	female	n/a
sub-3122	n/a	female	n/a
sub-3123	n/a	female	n/a
sub-3124	31.0	male	n/a
sub-3125	64.0	female	n/a
sub-3126	n/a	female	n/a
sub-3127	n/a	female	n/a
sub-3128	n/a	female	n/a
sub-3129	n/a	male	n/a
sub-3130	53.0	female	n/a
sub-3131	n/a	female	n/a
sub-3132	n/a	female	n/a
sub-3133	n/a	female	n/a
sub-3134	n/a	female	n/a
sub-3135	n/a	n/a	n/a
sub-3136	n/a	female	n/a
sub-3137	n/a	female	n/a
sub-3138	n/a	female	n/a
sub-3139	n/a	male	n/a
sub-3140	n/a	male	n/a
sub-3141	n/a	male	n/a
sub-3142	n/a	female	n/a
sub-3143	34.0	male	n/a
sub-3144	n/a	female	n/a
sub-3145	n/a	female	n/a
sub-3146	25.0	female	n/a
sub-3147	n/a	male	n/a
sub-3148	n/a	female	n/a
sub-3149	43.0	female	n/a
sub-3150	n/a	female	n/a
sub-3151	n/a	female	n/a
sub-3152	n/a	male	n/a
sub-3153	n/a	female	n/a
sub-3154	n/a	female	n/a
sub-3155	n/a	male	n/a
sub-3156	n/a	male	n/a
sub-3157	21.0	female	n/a
sub-3158	n/a	male	n/a
sub-3159	n/a	male	n/a
sub-3160	67.0	female	n/a
sub-3161	n/a	female	n/a
sub-3162	n/a	male	n/a
sub-3163	n/a	male	n/a
sub-3164	24.0	female	n/a
sub-3165	n/a	male	n/a
sub-3166	n/a	female	n/a
sub-3167	n/a	female	n/a
sub-3168	68.0	female	n/a
sub-3169	n/a	female	n/a
sub-3170	n/a	female	n/a
sub-3171	n/a	female	n/a
sub-3172	n/a	female	n/a
sub-3173	n/a	female	n/a
sub-3174	55.0	female	n/a
sub-3175	n/a	male	n/a
sub-3176	n/a	female	n/a
sub-3177	65.0	male	n/a
sub-3178	n/a	female	n/a
sub-3179	n/a	female	n/a
sub-3180	n/a	male	n/a
sub-3181	n/a	male	n/a
sub-3182	n/a	female	n/a
sub-3183	47.0	female	n/a
sub-3184	n/a	female	n/a
sub-3185	n/a	female	n/a
sub-3186	n/a	female	n/a
sub-3187	n/a	female	n/a
sub-3188	n/a	female	n/a
sub-3189	n/a	female	n/a
sub-3190	n/a	female	n/a
sub-3191	61.0	male	n/a
sub-3192	n/a	male	n/a
sub-3193	n/a	female	n/a
sub-3194	n/a	female	n/a
sub-3195	n/a	male	n/a
sub-3196	49.0	male	n/a
sub-3197	n/a	male	n/a
sub-3198	n/a	female	n/a
sub-3199	n/a	female	n/a
sub-3200	n/a	female	n/a
sub-3201	n/a	female	n/a
sub-3202	33.0	male	n/a
sub-3203	n/a	female	n/a
sub-3204	n/a	female	n/a
sub-3205	n/a	female	n/a
sub-3206	n/a	female	n/a
sub-3207	68.0	female	n/a
sub-3208	n/a	female	n/a
sub-3209	n/a	female	n/a
sub-3210	n/a	female	n/a
sub-3211	n/a	female	n/a
sub-3212	n/a	male	n/a
sub-3213	n/a	female	n/a
sub-3214	n/a	female	n/a
sub-3215	n/a	female	n/a
sub-3216	n/a	female	n/a
sub-3217	n/a	female	n/a
sub-3218	n/a	male	n/a
sub-3219	n/a	female	n/a
sub-3220	n/a	female	n/a
sub-3221	n/a	female	n/a
sub-3222	n/a	male	n/a
sub-3223	n/a	male	n/a
sub-3224	n/a	male	n/a
sub-3225	n/a	female	n/a
sub-3226	n/a	female	n/a
sub-3227	n/a	male	n/a
sub-3228	54.0	male	n/a
sub-3229	n/a	male	n/a
sub-3230	n/a	female	n/a
sub-3231	n/a	female	n/a
sub-3232	n/a	female	n/a
sub-3233	46.0	female	n/a
sub-3234	n/a	male	n/a
sub-3235	n/a	female	n/a
sub-3236	n/a	male	n/a
sub-3237	n/a	male	n/a
sub-3238	n/a	female	n/a
sub-3239	37.0	female	n/a
sub-3240	27.0	male	n/a
sub-3241	n/a	female	n/a
sub-3242	n/a	male	n/a
sub-3243	n/a	female	n/a
sub-3244	n/a	male	n/a
sub-3245	n/a	female	n/a
sub-3246	n/a	female	n/a
sub-3247	n/a	female	n/a
sub-3248	n/a	female	n/a
sub-3249	n/a	female	n/a
sub-3250	n/a	female	n/a
sub-3251	n/a	male	n/a
sub-3252	n/a	female	n/a
sub-3253	n/a	female	n/a
sub-3254	n/a	female	n/a
sub-3255	39.0	female	n/a
sub-3256	n/a	female	n/a
sub-3257	n/a	male	n/a
sub-3258	43.0	female	n/a
sub-3259	n/a	female	n/a
sub-3260	n/a	female	n/a
sub-3261	n/a	female	n/a
sub-3262	n/a	female	n/a
sub-3263	n/a	male	n/a
sub-3264	n/a	female	n/a
sub-3265	58.0	male	n/a
sub-3266	n/a	female	n/a
sub-3267	n/a	male	n/a
sub-3268	30.0	female	n/a
sub-3269	n/a	male	n/a
sub-3270	44.0	female	n/a
sub-3271	n/a	female	n/a
sub-3272	n/a	female	n/a
sub-3273	39.0	male	n/a
sub-3274	n/a	female	n/a
sub-3275	41.0	male	n/a
sub-3276	n/a	female	n/a
sub-3277	n/a	male	n/a
sub-3278	n/a	female	n/a
sub-3279	n/a	female	n/a
sub-3280	n/a	female	n/a
sub-3281	n/a	female	n/a
sub-3282	54.0	female	n/a
sub-3283	n/a	male	n/a
sub-3284	36.0	male	n/a
sub-3285	n/a	female	n/a
sub-3286	33.0	male	n/a
sub-3287	n/a	female	n/a
sub-3288	n/a	female	n/a
sub-3289	n/a	female	n/a
sub-3290	n/a	female	n/a
sub-3291	n/a	female	n/a
sub-3292	n/a	female	n/a
sub-3293	n/a	female	n/a
sub-3294	n/a	female	n/a
sub-3295	42.0	female	n/a
sub-3296	n/a	male	n/a
sub-3297	13.0	female	n/a
sub-3298	n/a	female	n/a
sub-3299	24.0	male	n/a
sub-3300	n/a	female	n/a
sub-3301	n/a	female	n/a
sub-3302	n/a	female	n/a
sub-3303	n/a	female	n/a
sub-3304	n/a	male	n/a
sub-3305	62.0	female	n/a
sub-3306	n/a	female	n/a
sub-3307	n/a	female	n/a
sub-3308	n/a	female	n/a
sub-3309	n/a	female	n/a
sub-3310	n/a	female	n/a
sub-3311	n/a	male	n/a
sub-3312	n/a	male	n/a
sub-3313	n/a	female	n/a
sub-3314	n/a	female	n/a
sub-3315	n/a	female	n/a
sub-3316	n/a	female	n/a
sub-3317	n/a	male	n/a
sub-3318	n/a	female	n/a
sub-3319	n/a	female	n/a
sub-3320	n/a	female	n/a
sub-3321	46.0	female	n/a
sub-3322	n/a	female	n/a
sub-3323	27.0	male	n/a
sub-3324	n/a	male	n/a
sub-3325	n/a	female	n/a
sub-3326	n/a	female	n/a
sub-3327	n/a	male	n/a
sub-3328	n/a	male	n/a
sub-3329	n/a	female	n/a
sub-3330	n/a	female	n/a
sub-3331	n/a	female	n/a
sub-3332	53.0	male	n/a
sub-3333	n/a	male	n/a
sub-3334	n/a	female	n/a
sub-3335	n/a	female	n/a
sub-3336	n/a	female	n/a
sub-3337	55.0	male	n/a
sub-3338	n/a	male	n/a
sub-3339	n/a	male	n/a
sub-3340	n/a	male	n/a
sub-3341	n/a	female	n/a
sub-3342	n/a	female	n/a
sub-3343	n/a	female	n/a
sub-3344	n/a	female	n/a
sub-3345	n/a	female	n/a
sub-3346	n/a	female	n/a
sub-3347	n/a	female	n/a
sub-3348	69.0	female	n/a
sub-3349	n/a	female	n/a
sub-3350	n/a	female	n/a
sub-3351	n/a	male	n/a
sub-3352	n/a	female	n/a
sub-3353	n/a	female	n/a
sub-3354	n/a	female	n/a
sub-3355	n/a	female	n/a
sub-3356	n/a	female	n/a
sub-3357	n/a	female	n/a
sub-3358	n/a	female	n/a
sub-3359	n/a	female	n/a
sub-3360	n/a	female	n/a
sub-3361	n/a	female	n/a
sub-3362	n/a	female	n/a
sub-3363	38.0	female	n/a
sub-3364	54.0	male	n/a
sub-3365	n/a	female	n/a
sub-3366	n/a	female	n/a
sub-3367	n/a	female	n/a
sub-3368	n/a	female	n/a
sub-3369	n/a	male	n/a
sub-3370	n/a	female	n/a
sub-3371	n/a	female	n/a
sub-3372	n/a	female	n/a
sub-3373	76.0	female	n/a
sub-3374	40.0	female	n/a
sub-3375	n/a	male	n/a
sub-3376	n/a	female	n/a
sub-3377	62.0	male	n/a
sub-3378	n/a	female	n/a
sub-3379	n/a	female	n/a
sub-3380	n/a	female	n/a
sub-3381	n/a	female	n/a
sub-3382	n/a	female	n/a
sub-3383	n/a	male	n/a
sub-3384	n/a	female	n/a
sub-3385	n/a	female	n/a
sub-3386	n/a	female	n/a
sub-3387	n/a	female	n/a
sub-3388	59.0	female	n/a
sub-3389	39.0	female	n/a
sub-3390	n/a	female	n/a
sub-3391	n/a	female	n/a
sub-3392	n/a	female	n/a
sub-3393	n/a	female	n/a
sub-3394	n/a	female	n/a
sub-3395	n/a	male	n/a
sub-3396	n/a	female	n/a
sub-3397	n/a	male	n/a
sub-3398	n/a	female	n/a
sub-3399	n/a	female	n/a
sub-3400	50.0	female	n/a
sub-3401	n/a	male	n/a
sub-3402	n/a	male	n/a
sub-3403	n/a	male	n/a
sub-3404	n/a	female	n/a
sub-3405	n/a	male	n/a
sub-3406	19.0	female	n/a
sub-3407	44.0	male	n/a
sub-3408	n/a	female	n/a
sub-3409	n/a	male	n/a
sub-3410	n/a	female	n/a
sub-3411	n/a	female	n/a
sub-3412	n/a	male	n/a
sub-3413	n/a	female	n/a
sub-3414	n/a	female	n/a
sub-3415	n/a	female	n/a
sub-3416	n/a	female	n/a
sub-3417	n/a	female	n/a
sub-3418	n/a	male	n/a
sub-3419	n/a	female	n/a
sub-3420	57.0	female	n/a
sub-3421	n/a	female	n/a
sub-3422	n/a	female	n/a
sub-3423	n/a	female	n/a
sub-3424	n/a	female	n/a
sub-3425	n/a	female	n/a
sub-3426	n/a	male	n/a
sub-3427	n/a	male	n/a
sub-3428	n/a	female	n/a
sub-3429	n/a	male	n/a
sub-3430	n/a	male	n/a
sub-3431	19.0	female	n/a
sub-3432	77.0	male	n/a
sub-3433	n/a	female	n/a
sub-3434	n/a	female	n/a
sub-3435	n/a	male	n/a
sub-3436	n/a	female	n/a
sub-3437	n/a	female	n/a
sub-3438	71.0	female	n/a
sub-3439	n/a	female	n/a
sub-3440	n/a	male	n/a
sub-3441	62.0	male	n/a
sub-3442	n/a	female	n/a
sub-3443	n/a	female	n/a
sub-3444	n/a	female	n/a
sub-3445	n/a	male	n/a
sub-3446	74.0	male	n/a
sub-3447	n/a	female	n/a
sub-3448	48.0	female	n/a
sub-3449	n/a	male	n/a
sub-3450	n/a	female	n/a
sub-3451	n/a	female	n/a
sub-3452	71.0	female	n/a
sub-3453	n/a	male	n/a
sub-3454	n/a	female	n/a
sub-3455	n/a	female	n/a
sub-3456	n/a	male	n/a
sub-3457	n/a	female	n/a
sub-3458	n/a	male	n/a
sub-3459	n/a	female	n/a
sub-3460	n/a	female	n/a
sub-3461	n/a	female	n/a
sub-3462	44.0	female	n/a
sub-3463	n/a	female	n/a
sub-3464	54.0	female	n/a
sub-3465	n/a	male	n/a
sub-3466	n/a	female	n/a
sub-3467	n/a	male	n/a
sub-3468	43.0	female	n/a
sub-3469	n/a	female	n/a
sub-3470	n/a	male	n/a
sub-3471	n/a	female	n/a
sub-3472	n/a	male	n/a
sub-3473	n/a	female	n/a
sub-3474	8.0	female	n/a
sub-3475	n/a	male	n/a
sub-3476	n/a	male	n/a
sub-3477	n/a	female	n/a
sub-3478	n/a	female	n/a
sub-3479	n/a	male	n/a
sub-3480	n/a	female	n/a
sub-3481	n/a	female	n/a
sub-3482	n/a	female	n/a
sub-3483	n/a	female	n/a
sub-3484	n/a	female	n/a
sub-3485	n/a	male	n/a
sub-3486	n/a	male	n/a
sub-3487	n/a	female	n/a
sub-3488	n/a	female	n/a
sub-3489	n/a	male	n/a
sub-3490	n/a	male	n/a
sub-3491	n/a	male	n/a
